key;section;texte;texte_en;texte_en;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.01.catchphrase;Secteur 01 (Page);Vous portez une responsabilité dans le suivi de la santé de la population locale; ou vous souhaitez contribuer à la prévention des épidémies :;[EN] Vous portez une responsabilité dans le suivi de la santé de la population locale; ou vous souhaitez contribuer à la prévention des épidémies :;You are responsible for monitoring the health of the local population; or you wish to contribute to the prevention of epidemics:;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.01.cta.diagbox;Secteur 01 (Page);Découvrir DiagBox® WES;[EN] Découvrir DiagBox® WES;Discover DiagBox® WES;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.01.development.description;Secteur 01 (Page);Nous innovons avec vous pour développer et valider des méthodes d'analyse pour de nouvelles cibles virales ou bactériennes; répondant aux enjeux émergents de santé publique.;[EN] Nous innovons avec vous pour développer et valider des méthodes d'analyse pour de nouvelles cibles virales ou bactériennes; répondant aux enjeux émergents de santé publique.;We innovate with you to develop and validate analysis methods for new viral or bacterial targets; responding to emerging public health issues.;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.01.development.title;Secteur 01 (Page);Développement de Nouvelles Méthodes;[EN] Développement de Nouvelles Méthodes;Development of New Methods;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.01.diagbox.description;Secteur 01 (Page);Le kit clé-en-main pour une détection et quantification rapide (48h) et autonome des pathogènes (virus; bactéries) dans vos échantillons d'eau. Simple; efficace; et stockable sans contrainte.;[EN] Le kit clé-en-main pour une détection et quantification rapide (48h) et autonome des pathogènes (virus; bactéries) dans vos échantillons d'eau. Simple; efficace; et stockable sans contrainte.;The turnkey kit for rapid (48h) and autonomous detection and quantification of pathogens (viruses; bacteria) in your water samples. Simple; effective; and easily stored.;;;;;;;;;;;;;;;;;;
sectors.page.01.diagbox.title;Secteur 01 (Page);DiagBox® WES;[EN] DiagBox® WES;DiagBox® WES;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.01.intro;Secteur 01 (Page);"**IAGE vous accompagne avec des solutions d'analyse génomique précises et rapides pour l'épidémiosurveillance environnementale :**
  - via l'analyse des **eaux usées** (Wastewater Based Epidemiology – WBE).
  - via l'analyse **d'autre supports environnementaux** : par exemple mares, plan d'eau pour maladies véhiculées par les moustiques";[EN] IAGE vous accompagne avec des solutions d'analyse génomique précises et rapides pour l'épidémiosurveillance environnementale; notamment via l'analyse des eaux usées (Wastewater Based Epidemiology - WBE).;"**IAGE supports you with precise and rapid genomic analysis solutions for environmental epidemiological surveillance, particularly through :** 
   - wastewater analysis (Wastewater Based Epidemiology – WBE).
   - analysis in **other envrironmental matrices**, such as ponds for detection of arboviruses";;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.01.sampling.description;Secteur 01 (Page);Nous proposons également des solutions pour le prélèvement en continu; particulièrement adaptées au suivi dynamique des matrices aqueuses.;[EN] Nous proposons également des solutions pour le prélèvement en continu; particulièrement adaptées au suivi dynamique des matrices aqueuses.;We also offer solutions for continuous sampling; particularly suited to the dynamic monitoring of aqueous matrices.;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.01.sampling.title;Secteur 01 (Page);Prélèvement en continu;[EN] Prélèvement en continu;Continuous sampling;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.01.services.title;Secteur 01 (Page);Nos solutions adaptées à l'épidémiosurveillance :;[EN] Nos solutions adaptées à l'épidémiosurveillance :;Our solutions adapted to epidemiological surveillance:;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.02.catalog.description;Secteur 02 (Page);Choisissez parmi nos analyses standardisées (ex: recherche de légionelles; staphylocoques dorés) ou combinez plusieurs méthodes pour un suivi sur mesure des points critiques de votre établissement.;[EN] Choisissez parmi nos analyses standardisées (ex: recherche de légionelles; staphylocoques dorés) ou combinez plusieurs méthodes pour un suivi sur mesure des points critiques de votre établissement.;Choose from our standardized analyses (e.g.; legionella and staphylococcus aureus testing) or combine several methods for customized monitoring of your facility's critical areas.;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.02.catalog.title;Secteur 02 (Page);Analyses Catalogue et Combinaisons Spécifiques;[EN] Analyses Catalogue et Combinaisons Spécifiques;Catalog Analyses and Specific Combinations;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.02.catchphrase;Secteur 02 (Page);Vous êtes responsable de l'hygiène dans un établissement de santé ou une société de nettoyage spécialisée :;[EN] Vous êtes responsable de l'hygiène dans un établissement de santé ou une société de nettoyage spécialisée :;You are responsible for hygiene in a healthcare establishment or a specialized cleaning company:;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.02.cta.diagbox;Secteur 02 (Page);Découvrir DiagBox® Hygiène;[EN] Découvrir DiagBox® Hygiène;Discover DiagBox® Hygiene;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.02.development.description;Secteur 02 (Page);Nous innovons avec vous pour développer et valider des méthodes d'analyse pour de nouvelles cibles pertinentes en milieu hospitalier (pathogènes émergents; biofilms) ou pour évaluer l'efficacité de nouveaux protocoles/produits de désinfection.;[EN] Nous innovons avec vous pour développer et valider des méthodes d'analyse pour de nouvelles cibles pertinentes en milieu hospitalier (pathogènes émergents; biofilms) ou pour évaluer l'efficacité de nouveaux protocoles/produits de désinfection.;We innovate with you to develop and validate analysis methods for new relevant targets in hospital settings (emerging pathogens; biofilms) or to evaluate the effectiveness of new disinfection protocols/products.;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.02.development.title;Secteur 02 (Page);Développement de Nouvelles Méthodes;[EN] Développement de Nouvelles Méthodes;Development of New Methods;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.02.diagbox.description;Secteur 02 (Page);Le kit clé-en-main pour une détection et quantification rapide (48h) et autonome de marqueurs microbiens (bactéries; moisissures) sur surfaces ou dans l'air après désinfection. Simple; efficace; et idéal pour vos contrôles qualité réguliers.;[EN] Le kit clé-en-main pour une détection et quantification rapide (48h) et autonome de marqueurs microbiens (bactéries; moisissures) sur surfaces ou dans l'air après désinfection. Simple; efficace; et idéal pour vos contrôles qualité réguliers.;The turnkey kit for rapid (48h) and autonomous detection and quantification of microbial markers (bacteria; mold) on surfaces or in the air after disinfection. Simple; effective; and ideal for your regular quality controls.;;;;;;;;;;;;;;;;;;
sectors.page.02.diagbox.title;Secteur 02 (Page);DiagBox® Hygiène Hospitalière;[EN] DiagBox® Hygiène Hospitalière;DiagBox® Hospital Hygiene;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.02.intro;Secteur 02 (Page);"**IAGE vous accompagne avec des solutions d'analyse en milieu hospitalier, garantissant la sécurité des patients et du personnel :**
   - contrôle de la désinfection, la validation de protocoles et la surveillance environnementale
   - détection globale de résistances antibactériennes";[EN] IAGE vous accompagne avec des solutions d'analyse pour le contrôle de la désinfection; la validation de protocoles et la surveillance environnementale en milieu hospitalier; garantissant la sécurité des patients et du personnel.;IAGE supports you with analysis solutions for disinfection control; protocol validation and environmental monitoring in hospitals; ensuring the safety of patients and staff.;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.02.services.title;Secteur 02 (Page);Nos solutions adaptées à l'hygiène hospitalière :;[EN] Nos solutions adaptées à l'hygiène hospitalière :;Our solutions adapted to hospital hygiene:;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.03.catalog.description;Secteur 03 (Page);Explorez nos analyses pour la qualité de l'air intérieur (QAI); l'identification d'allergènes ou la détection spécifique de nuisibles. Des combinaisons peuvent être étudiées pour des diagnostics complets.;[EN] Explorez nos analyses pour la qualité de l'air intérieur (QAI); l'identification d'allergènes ou la détection spécifique de nuisibles. Des combinaisons peuvent être étudiées pour des diagnostics complets.;Explore our testing for indoor air quality (IAQ); allergen identification; or specific pest detection. Combinations can be considered for comprehensive diagnostics.;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.03.catalog.title;Secteur 03 (Page);Analyses Catalogue et Combinaisons Spécifiques;[EN] Analyses Catalogue et Combinaisons Spécifiques;Catalog Analyses and Specific Combinations;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.03.catchphrase;Secteur 03 (Page);Vous gérez la qualité de l'air intérieur; l'entretien de locaux ou vous luttez contre les nuisibles (PCO) :;[EN] Vous gérez la qualité de l'air intérieur; l'entretien de locaux ou vous luttez contre les nuisibles (PCO) :;You manage indoor air quality; premises maintenance or you fight against pests (PCO):;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.03.cta.diagbox;Secteur 03 (Page);Découvrir DiagBox® Intérieur;[EN] Découvrir DiagBox® Intérieur;Discover DiagBox® Interior;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.03.development.description;Secteur 03 (Page);Besoin d'une méthode spécifique pour un nouveau type de contaminant intérieur ou un nuisible particulier ? Nous développons des solutions d'analyse sur mesure en partenariat avec les formulateurs et les professionnels de l'hygiène.;[EN] Besoin d'une méthode spécifique pour un nouveau type de contaminant intérieur ou un nuisible particulier ? Nous développons des solutions d'analyse sur mesure en partenariat avec les formulateurs et les professionnels de l'hygiène.;Need a specific method for a new type of indoor contaminant or a particular pest? We develop customized analysis solutions in partnership with formulators and hygiene professionals.;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.03.development.title;Secteur 03 (Page);Développement de Nouvelles Méthodes;[EN] Développement de Nouvelles Méthodes;Development of New Methods;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.03.diagbox.description;Secteur 03 (Page);Nos kits clé-en-main permettent une détection rapide (48h) et autonome de moisissures dans l'air ou de traces ADN de nuisibles (punaises de lit; rongeurs). Idéal pour un diagnostic rapide et ciblé.;[EN] Nos kits clé-en-main permettent une détection rapide (48h) et autonome de moisissures dans l'air ou de traces ADN de nuisibles (punaises de lit; rongeurs). Idéal pour un diagnostic rapide et ciblé.;Our turnkey kits allow for rapid (48 hours) and autonomous detection of mold in the air or traces of pest DNA (bedbugs; rodents). Ideal for rapid and targeted diagnosis.;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.03.diagbox.title;Secteur 03 (Page);DiagBox® Qualité Intérieure & Nuisibles;[EN] DiagBox® Qualité Intérieure & Nuisibles;DiagBox® Indoor Quality & Pests;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.03.intro;Secteur 03 (Page);"**IAGE offre des outils d'analyse pour détecter les dangers et valider l'efficacité des produits d'entretien : **
   - évaluer la qualité de l'air (moisissures)
   - détecter la présence de nuisibles (punaises de lit, rongeurs, mérules...) ";[EN] IAGE offre des outils d'analyse pour évaluer la qualité de l'air (moisissures); détecter la présence de nuisibles (punaises de lit; rongeurs) et valider l'efficacité des produits d'entretien.;"**IAGE offers analysis tools to assess air quality and validate the effectiveness of cleaning products :**
   - detection of mold
   - detection of presence of pests (bedbugs, rodents)";;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.03.services.title;Secteur 03 (Page);Nos solutions pour l'hygiène intérieure et publique :;[EN] Nos solutions pour l'hygiène intérieure et publique :;Our solutions for indoor and public hygiene:;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.04.catalog.description;Secteur 04 (Page);Consultez notre catalogue d'analyses pour les principaux pathogènes du gazon. Nous pouvons combiner des analyses pour un profil complet ou rechercher des pathogènes spécifiques sur demande.;[EN] Consultez notre catalogue d'analyses pour les principaux pathogènes du gazon. Nous pouvons combiner des analyses pour un profil complet ou rechercher des pathogènes spécifiques sur demande.;Check out our catalog of tests for major turf pathogens. We can combine tests for a complete profile or search for specific pathogens upon request.;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.04.catalog.title;Secteur 04 (Page);Analyses Catalogue et Combinaisons Spécifiques;[EN] Analyses Catalogue et Combinaisons Spécifiques;Catalog Analyses and Specific Combinations;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.04.catchphrase;Secteur 04 (Page);"En charge de l'entretien de gazons sportifs (clubs, collectivités, distributeurs), vous faites face à à la diffusion de la Pyriculariose qui menace vos pelouses, tandis que la loi Labbé supprime l'usage des produits phytosanitaires de synthèse.
Comment répondre à ces nouveaux défis de manière efficace et économique ?";"[EN] En charge de l'entretien de gazons sportifs (clubs, collectivités, distributeurs), vous faites face à à la diffusion de la Pyriculariose qui menace vos pelouses, tandis que la loi Labbé supprime l'usage des produits phytosanitaires de synthèse.
Comment répondre à ces nouveaux défis de manière efficace et économique ?";"In charge of maintaining sports turf (clubs, communities, distributors), you are faced with the spread of Pyriculariosis which threatens your lawns, while the Labbé law eliminates the use of synthetic phytosanitary products.
How can we respond to these new challenges effectively and economically?";;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.04.cta.diagbox;Secteur 04 (Page);Découvrir DiagBox® Gazon;[EN] Découvrir DiagBox® Gazon;Discover DiagBox® Lawn;;;;;;;;;;;;;;;;;;;;;;;;;;;
sectors.page.04.development.description;Secteur 04 (Page);En collaboration avec les instituts techniques; les distributeurs et les clubs; nous développons de nouvelles méthodes pour détecter des pathogènes émergents ou spécifiques à certaines conditions environnementales.;[EN] En collaboration avec les instituts techniques; les distributeurs et les clubs; nous développons de nouvelles méthodes pour détecter des pathogènes émergents ou spécifiques à certaines conditions environnementales.;In collaboration with technical institutes; distributors and clubs; we are developing new methods to detect emerging pathogens or those specific to certain environmental conditions.;;;;;;;;;;;;;;;;;;;;;
